bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U2-S1-TAR-Q10,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q10,current-section,U2-MG01,,,,U2-S1-TAR-F02,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q11,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q11,current-section,U2-MG01,,,,U2-S1-TAR-F03,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q12,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q12,current-section,U2-MG01,,,,U2-S1-TAR-F03,dedicated_tarsia,,1,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q13,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q13,current-section,U2-MG01,,,,U2-S1-TAR-F03,dedicated_tarsia,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q14,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q14,current-section,U2-MG01,,,,U2-S1-TAR-F03,dedicated_tarsia,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q15,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q15,current-section,U2-MG01,,,,U2-S1-TAR-F03,dedicated_tarsia,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q16,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q16,current-section,U2-MG01,,,,U2-S1-TAR-F04,dedicated_tarsia,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q17,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q17,current-section,U2-MG01,,,,U2-S1-TAR-F04,dedicated_tarsia,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S1-TAR-Q18,AP/SCI,Conceptual Physics,2,2.1,Tarsia,tarsia,Q18,current-section,U2-MG01,,,,U2-S1-TAR-F04,dedicated_tarsia,,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can compare motion from two different points of view and explain why everyday motion is usually described relative to Earth’s surface.,modeling; perspective/representation reasoning; explanation,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q01,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q01,current-section,U2-MG02,,,,U2-S2-TAR-F01,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q02,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q02,current-section,U2-MG02,,,,U2-S2-TAR-F01,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q03,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q03,current-section,U2-MG02,,,,U2-S2-TAR-F01,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q04,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q04,current-section,U2-MG02,,,,U2-S2-TAR-F01,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q05,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q05,current-section,U2-MG02,,,,U2-S2-TAR-F01,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q06,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q06,current-section,U2-MG02,,,,U2-S2-TAR-F02,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q07,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q07,current-section,U2-MG02,,,,U2-S2-TAR-F02,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q08,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q08,current-section,U2-MG02,,,,U2-S2-TAR-F02,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q09,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q09,current-section,U2-MG02,,,,U2-S2-TAR-F02,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q10,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q10,current-section,U2-MG02,,,,U2-S2-TAR-F02,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q11,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q11,current-section,U2-MG02,,,,U2-S2-TAR-F03,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q12,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q12,current-section,U2-MG02,,,,U2-S2-TAR-F03,dedicated_tarsia,,1,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-S2-TAR-Q13,AP/SCI,Conceptual Physics,2,2.2,Tarsia,tarsia,Q13,current-section,U2-MG02,,,,U2-S2-TAR-F03,dedicated_tarsia,,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,quantitative reasoning; data interpretation; communication with units,short match,short-answer,instructional,35,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
